event_date,latitude,longitude,fatalities,event_type
2019-04-13,39.9541,44.8018,0,Battles
2019-04-20,39.9541,44.8018,0,Battles
2019-04-27,39.9541,44.8018,0,Battles
2019-05-04,39.9541,44.8018,0,Battles
2019-05-11,39.9541,44.8018,0,Battles
2019-05-18,39.9541,44.8018,0,Battles
2019-05-25,39.9541,44.8018,0,Battles
2019-06-01,39.9541,44.8018,0,Battles
2019-06-08,39.9541,44.8018,0,Battles
2019-06-15,39.9541,44.8018,0,Battles
2019-06-22,39.9541,44.8018,0,Battles
2019-06-29,39.9541,44.8018,0,Battles
2019-07-06,39.9541,44.8018,0,Battles
2019-07-13,39.9541,44.8018,0,Battles
2019-07-20,39.9541,44.8018,0,Battles
2019-07-27,39.9541,44.8018,0,Battles
2019-08-03,39.9541,44.8018,0,Battles
2019-08-10,39.9541,44.8018,0,Battles
2019-08-17,39.9541,44.8018,0,Battles
2019-08-24,39.9541,44.8018,0,Battles
2019-08-31,39.9541,44.8018,0,Battles
2019-09-07,39.9541,44.8018,0,Battles
2019-09-14,39.9541,44.8018,0,Battles
2019-09-21,39.9541,44.8018,0,Battles
2019-09-28,39.9541,44.8018,0,Battles
2019-10-05,39.9541,44.8018,0,Battles
2019-10-12,39.9541,44.8018,0,Battles
2019-10-19,39.9541,44.8018,0,Battles
2019-10-26,39.9541,44.8018,0,Battles
2019-11-02,39.9541,44.8018,0,Battles
2019-11-09,39.9541,44.8018,0,Battles
2019-11-16,39.9541,44.8018,0,Battles
2019-11-23,39.9541,44.8018,0,Battles
2019-11-30,39.9541,44.8018,0,Battles
2019-12-07,39.9541,44.8018,0,Battles
2019-12-14,39.9541,44.8018,0,Battles
2019-12-21,39.9541,44.8018,0,Battles
2019-12-28,39.9541,44.8018,0,Battles
2020-01-04,39.9541,44.8018,0,Battles
2020-01-11,39.9541,44.8018,0,Battles
2020-01-18,39.9541,44.8018,0,Battles
2020-01-25,39.9541,44.8018,0,Battles
2020-02-01,39.9541,44.8018,0,Battles
2020-02-08,39.9541,44.8018,0,Battles
2020-02-15,39.9541,44.8018,0,Battles
2020-02-22,39.9541,44.8018,0,Battles
2020-02-29,39.9541,44.8018,0,Battles
2020-03-07,39.9541,44.8018,1,Battles
2020-03-14,39.9541,44.8018,0,Battles
2020-03-21,39.9541,44.8018,0,Battles
2020-04-04,39.9541,44.8018,0,Battles
2020-04-11,39.9541,44.8018,0,Battles
2020-04-18,39.9541,44.8018,0,Battles
2020-04-25,39.9541,44.8018,0,Battles
2020-05-02,39.9541,44.8018,0,Battles
2020-05-09,39.9541,44.8018,0,Battles
2020-05-16,39.9541,44.8018,0,Battles
2020-05-23,39.9541,44.8018,0,Battles
2020-05-30,39.9541,44.8018,0,Battles
2020-06-06,39.9541,44.8018,0,Battles
2020-06-13,39.9541,44.8018,0,Battles
2020-06-20,39.9541,44.8018,0,Battles
2020-06-27,39.9541,44.8018,0,Battles
2020-07-04,39.9541,44.8018,0,Battles
2020-07-11,39.9541,44.8018,0,Battles
2020-07-18,39.9541,44.8018,0,Battles
2020-07-25,39.9541,44.8018,0,Battles
2020-08-01,39.9541,44.8018,0,Battles
2020-08-08,39.9541,44.8018,0,Battles
2020-08-15,39.9541,44.8018,0,Battles
2020-08-22,39.9541,44.8018,0,Battles
2020-08-29,39.9541,44.8018,0,Battles
2020-11-07,39.9541,44.8018,2,Battles
2021-07-10,39.9541,44.8018,1,Battles
2021-07-17,39.9541,44.8018,0,Battles
2021-07-24,39.9541,44.8018,0,Battles
2021-07-31,39.9541,44.8018,0,Battles
2021-08-07,39.9541,44.8018,0,Battles
2021-08-14,39.9541,44.8018,1,Battles
2021-08-28,39.9541,44.8018,1,Battles
2021-10-02,39.9541,44.8018,0,Battles
2021-10-09,39.9541,44.8018,0,Battles
2021-10-16,39.9541,44.8018,0,Battles
2022-03-05,39.9541,44.8018,1,Battles
2023-01-14,39.9541,44.8018,0,Battles
2023-03-18,39.9541,44.8018,1,Battles
2023-06-10,39.9541,44.8018,0,Battles
2023-06-17,39.9541,44.8018,0,Battles
2023-06-24,39.9541,44.8018,0,Battles
2023-07-08,39.9541,44.8018,0,Battles
2023-08-12,39.9541,44.8018,0,Battles
2023-11-18,39.9541,44.8018,0,Battles
2018-02-03,39.9541,44.8018,0,Explosions/Remote violence
2018-10-13,39.9541,44.8018,0,Explosions/Remote violence
2019-02-09,39.9541,44.8018,0,Explosions/Remote violence
2019-03-23,39.9541,44.8018,0,Explosions/Remote violence
2019-06-01,39.9541,44.8018,0,Explosions/Remote violence
2019-06-29,39.9541,44.8018,0,Explosions/Remote violence
2019-07-06,39.9541,44.8018,0,Explosions/Remote violence
2019-07-13,39.9541,44.8018,0,Explosions/Remote violence
2019-07-20,39.9541,44.8018,0,Explosions/Remote violence
2019-08-17,39.9541,44.8018,0,Explosions/Remote violence
2019-08-24,39.9541,44.8018,0,Explosions/Remote violence
2019-10-05,39.9541,44.8018,0,Explosions/Remote violence
2019-10-12,39.9541,44.8018,0,Explosions/Remote violence
2019-10-26,39.9541,44.8018,0,Explosions/Remote violence
2019-11-23,39.9541,44.8018,0,Explosions/Remote violence
2020-01-04,39.9541,44.8018,0,Explosions/Remote violence
2020-02-29,39.9541,44.8018,0,Explosions/Remote violence
2020-03-14,39.9541,44.8018,0,Explosions/Remote violence
2020-03-28,39.9541,44.8018,0,Explosions/Remote violence
2020-05-02,39.9541,44.8018,0,Explosions/Remote violence
2020-08-29,39.9541,44.8018,0,Explosions/Remote violence
2018-04-21,39.9541,44.8018,0,Protests
2018-04-28,39.9541,44.8018,0,Protests
2018-05-12,39.9541,44.8018,0,Protests
2018-05-19,39.9541,44.8018,0,Protests
2018-07-28,39.9541,44.8018,0,Protests
2018-08-11,39.9541,44.8018,0,Protests
2018-09-01,39.9541,44.8018,0,Protests
2018-09-22,39.9541,44.8018,0,Protests
2018-10-20,39.9541,44.8018,0,Protests
2019-02-02,39.9541,44.8018,0,Protests
2019-03-09,39.9541,44.8018,0,Protests
2019-04-13,39.9541,44.8018,0,Protests
2019-05-18,39.9541,44.8018,0,Protests
2019-05-25,39.9541,44.8018,0,Protests
2019-06-15,39.9541,44.8018,0,Protests
2019-09-28,39.9541,44.8018,0,Protests
2019-11-02,39.9541,44.8018,0,Protests
2020-01-11,39.9541,44.8018,0,Protests
2020-01-18,39.9541,44.8018,0,Protests
2020-07-18,39.9541,44.8018,0,Protests
2020-08-08,39.9541,44.8018,0,Protests
2020-08-29,39.9541,44.8018,0,Protests
2020-09-12,39.9541,44.8018,0,Protests
2021-01-16,39.9541,44.8018,0,Protests
2021-01-23,39.9541,44.8018,0,Protests
2021-07-24,39.9541,44.8018,0,Protests
2021-09-04,39.9541,44.8018,0,Protests
2021-09-18,39.9541,44.8018,0,Protests
2022-01-22,39.9541,44.8018,0,Protests
2022-02-12,39.9541,44.8018,0,Protests
2022-04-02,39.9541,44.8018,0,Protests
2022-04-09,39.9541,44.8018,0,Protests
2022-04-23,39.9541,44.8018,0,Protests
2022-04-30,39.9541,44.8018,0,Protests
2022-05-28,39.9541,44.8018,0,Protests
2022-07-30,39.9541,44.8018,0,Protests
2022-08-27,39.9541,44.8018,0,Protests
2024-02-10,39.9541,44.8018,0,Protests
2024-02-17,39.9541,44.8018,0,Protests
2024-05-04,39.9541,44.8018,0,Protests
2024-05-11,39.9541,44.8018,0,Protests
2024-07-13,39.9541,44.8018,0,Protests
2024-10-19,39.9541,44.8018,0,Protests
2024-12-07,39.9541,44.8018,0,Protests
2026-01-31,39.9541,44.8018,0,Protests
2019-09-28,39.9541,44.8018,0,Protests
2020-07-11,39.9541,44.8018,0,Protests
2020-12-05,39.9541,44.8018,0,Protests
2021-09-04,39.9541,44.8018,0,Protests
2022-04-30,39.9541,44.8018,0,Protests
2022-06-11,39.9541,44.8018,0,Protests
2023-09-23,39.9541,44.8018,0,Protests
2024-04-20,39.9541,44.8018,0,Protests
2020-12-05,39.9541,44.8018,0,Riots
2021-09-11,39.9541,44.8018,0,Riots
2021-07-17,39.9541,44.8018,0,Strategic developments
2018-04-21,39.9541,44.8018,0,Violence against civilians
2019-01-05,39.9541,44.8018,0,Violence against civilians
2020-12-05,39.9541,44.8018,0,Violence against civilians
2021-10-16,39.9541,44.8018,0,Violence against civilians
2023-07-08,39.9541,44.8018,0,Violence against civilians
2023-08-19,39.9541,44.8018,0,Violence against civilians
2023-08-26,39.9541,44.8018,0,Violence against civilians
2026-03-28,40.1503,44.0446,1,Explosions/Remote violence
2018-02-17,40.1503,44.0446,0,Protests
2018-04-14,40.1503,44.0446,0,Protests
2018-04-21,40.1503,44.0446,0,Protests
2018-04-28,40.1503,44.0446,0,Protests
2018-05-12,40.1503,44.0446,0,Protests
2018-06-09,40.1503,44.0446,0,Protests
2018-06-16,40.1503,44.0446,0,Protests
2018-06-23,40.1503,44.0446,0,Protests
2018-06-30,40.1503,44.0446,0,Protests
2018-08-25,40.1503,44.0446,0,Protests
2018-09-01,40.1503,44.0446,0,Protests
2018-09-08,40.1503,44.0446,0,Protests
2018-12-22,40.1503,44.0446,0,Protests
2019-01-05,40.1503,44.0446,0,Protests
2019-01-12,40.1503,44.0446,0,Protests
2019-02-16,40.1503,44.0446,0,Protests
2019-03-02,40.1503,44.0446,0,Protests
2019-03-09,40.1503,44.0446,0,Protests
2019-04-13,40.1503,44.0446,0,Protests
2019-05-04,40.1503,44.0446,0,Protests
2019-05-11,40.1503,44.0446,0,Protests
2019-05-18,40.1503,44.0446,0,Protests
2019-05-25,40.1503,44.0446,0,Protests
2019-07-06,40.1503,44.0446,0,Protests
2019-11-16,40.1503,44.0446,0,Protests
2019-11-30,40.1503,44.0446,0,Protests
2019-12-14,40.1503,44.0446,0,Protests
2020-01-18,40.1503,44.0446,0,Protests
2020-02-01,40.1503,44.0446,0,Protests
2020-06-20,40.1503,44.0446,0,Protests
2020-07-04,40.1503,44.0446,0,Protests
2020-09-12,40.1503,44.0446,0,Protests
2020-11-28,40.1503,44.0446,0,Protests
2020-12-05,40.1503,44.0446,0,Protests
2020-12-26,40.1503,44.0446,0,Protests
2021-01-02,40.1503,44.0446,0,Protests
2021-03-20,40.1503,44.0446,0,Protests
2021-04-24,40.1503,44.0446,0,Protests
2021-05-15,40.1503,44.0446,0,Protests
2021-05-29,40.1503,44.0446,0,Protests
2021-06-05,40.1503,44.0446,0,Protests
2021-07-31,40.1503,44.0446,0,Protests
2021-08-14,40.1503,44.0446,0,Protests
2021-08-28,40.1503,44.0446,0,Protests
2021-09-11,40.1503,44.0446,0,Protests
2021-09-18,40.1503,44.0446,0,Protests
2021-12-18,40.1503,44.0446,0,Protests
2022-02-26,40.1503,44.0446,0,Protests
2022-04-09,40.1503,44.0446,0,Protests
2022-04-16,40.1503,44.0446,0,Protests
2022-04-23,40.1503,44.0446,0,Protests
2022-04-30,40.1503,44.0446,0,Protests
2022-05-28,40.1503,44.0446,0,Protests
2022-07-16,40.1503,44.0446,0,Protests
2022-08-06,40.1503,44.0446,0,Protests
2022-09-24,40.1503,44.0446,0,Protests
2022-10-08,40.1503,44.0446,0,Protests
2022-10-22,40.1503,44.0446,0,Protests
2024-01-13,40.1503,44.0446,0,Protests
2024-02-24,40.1503,44.0446,0,Protests
2024-04-13,40.1503,44.0446,0,Protests
2024-04-20,40.1503,44.0446,0,Protests
2024-04-27,40.1503,44.0446,0,Protests
2024-05-04,40.1503,44.0446,0,Protests
2024-05-11,40.1503,44.0446,0,Protests
2024-05-25,40.1503,44.0446,0,Protests
2024-09-07,40.1503,44.0446,0,Protests
2025-06-21,40.1503,44.0446,0,Protests
2025-07-05,40.1503,44.0446,0,Protests
2025-07-12,40.1503,44.0446,0,Protests
2025-10-11,40.1503,44.0446,0,Protests
2025-10-18,40.1503,44.0446,0,Protests
2025-11-08,40.1503,44.0446,0,Protests
2025-12-13,40.1503,44.0446,0,Protests
2026-03-21,40.1503,44.0446,0,Protests
2018-07-07,40.1503,44.0446,0,Protests
2018-12-15,40.1503,44.0446,0,Protests
2021-06-26,40.1503,44.0446,0,Protests
2021-12-18,40.1503,44.0446,0,Protests
2022-04-30,40.1503,44.0446,0,Protests
2022-10-15,40.1503,44.0446,0,Protests
2024-05-11,40.1503,44.0446,0,Protests
2018-12-15,40.1503,44.0446,0,Riots
2019-04-06,40.1503,44.0446,0,Riots
2018-06-30,40.1503,44.0446,0,Riots
2018-12-15,40.1503,44.0446,0,Riots
2019-02-02,40.1503,44.0446,0,Riots
2019-02-16,40.1503,44.0446,0,Riots
2020-01-18,40.1503,44.0446,0,Riots
2020-05-30,40.1503,44.0446,0,Riots
2022-01-01,40.1503,44.0446,0,Riots
2025-10-11,40.1503,44.0446,0,Strategic developments
2025-02-22,40.1503,44.0446,0,Strategic developments
2017-12-30,40.307,45.408,0,Battles
2018-01-06,40.307,45.408,0,Battles
2018-01-13,40.307,45.408,0,Battles
2018-01-20,40.307,45.408,0,Battles
2018-02-03,40.307,45.408,0,Battles
2018-02-10,40.307,45.408,0,Battles
2018-02-17,40.307,45.408,0,Battles
2018-02-24,40.307,45.408,0,Battles
2018-03-03,40.307,45.408,0,Battles
2018-03-10,40.307,45.408,0,Battles
2018-03-17,40.307,45.408,0,Battles
2018-03-24,40.307,45.408,0,Battles
2018-03-31,40.307,45.408,0,Battles
2018-04-07,40.307,45.408,0,Battles
2018-04-14,40.307,45.408,0,Battles
2018-04-21,40.307,45.408,0,Battles
2018-04-28,40.307,45.408,0,Battles
2018-05-05,40.307,45.408,0,Battles
2018-05-12,40.307,45.408,0,Battles
2018-05-19,40.307,45.408,0,Battles
2018-05-26,40.307,45.408,0,Battles
2018-06-02,40.307,45.408,0,Battles
2018-06-09,40.307,45.408,0,Battles
2018-06-16,40.307,45.408,0,Battles
2018-06-23,40.307,45.408,0,Battles
2018-06-30,40.307,45.408,0,Battles
2018-07-28,40.307,45.408,0,Battles
2018-08-04,40.307,45.408,0,Battles
2018-08-11,40.307,45.408,0,Battles
2018-08-18,40.307,45.408,0,Battles
2018-08-25,40.307,45.408,0,Battles
2018-09-01,40.307,45.408,0,Battles
2018-09-08,40.307,45.408,0,Battles
2018-09-15,40.307,45.408,0,Battles
2018-09-22,40.307,45.408,0,Battles
2018-09-29,40.307,45.408,0,Battles
2018-10-06,40.307,45.408,0,Battles
2018-10-13,40.307,45.408,0,Battles
2018-10-20,40.307,45.408,0,Battles
2018-10-27,40.307,45.408,0,Battles
2018-11-03,40.307,45.408,0,Battles
2018-11-10,40.307,45.408,0,Battles
2018-11-17,40.307,45.408,0,Battles
2018-11-24,40.307,45.408,0,Battles
2018-12-01,40.307,45.408,0,Battles
2018-12-08,40.307,45.408,0,Battles
2018-12-15,40.307,45.408,0,Battles
2019-01-19,40.307,45.408,0,Battles
2019-01-26,40.307,45.408,0,Battles
2019-02-09,40.307,45.408,0,Battles
2019-02-16,40.307,45.408,0,Battles
2019-02-23,40.307,45.408,0,Battles
2019-03-16,40.307,45.408,0,Battles
2019-04-06,40.307,45.408,0,Battles
2019-04-13,40.307,45.408,0,Battles
2019-04-20,40.307,45.408,0,Battles
2019-05-04,40.307,45.408,0,Battles
2019-05-11,40.307,45.408,0,Battles
2019-05-18,40.307,45.408,0,Battles
2019-05-25,40.307,45.408,0,Battles
2019-06-01,40.307,45.408,0,Battles
2019-06-08,40.307,45.408,0,Battles
2019-06-15,40.307,45.408,0,Battles
2019-06-22,40.307,45.408,0,Battles
2019-06-29,40.307,45.408,0,Battles
2019-07-06,40.307,45.408,0,Battles
2019-07-13,40.307,45.408,0,Battles
2019-07-20,40.307,45.408,0,Battles
2019-08-03,40.307,45.408,0,Battles
2019-08-10,40.307,45.408,0,Battles
2019-08-17,40.307,45.408,0,Battles
2019-08-24,40.307,45.408,0,Battles
2019-08-31,40.307,45.408,0,Battles
2019-09-07,40.307,45.408,0,Battles
2019-09-14,40.307,45.408,0,Battles
2019-09-21,40.307,45.408,0,Battles
2019-09-28,40.307,45.408,0,Battles
2019-10-05,40.307,45.408,0,Battles
2019-10-12,40.307,45.408,0,Battles
2019-10-19,40.307,45.408,0,Battles
2019-10-26,40.307,45.408,0,Battles
2019-11-02,40.307,45.408,0,Battles
2019-11-09,40.307,45.408,0,Battles
2019-11-16,40.307,45.408,0,Battles
2019-11-23,40.307,45.408,0,Battles
2019-11-30,40.307,45.408,0,Battles
2019-12-28,40.307,45.408,0,Battles
2020-01-04,40.307,45.408,0,Battles
2020-01-11,40.307,45.408,0,Battles
2020-01-18,40.307,45.408,0,Battles
2020-02-22,40.307,45.408,0,Battles
2020-02-29,40.307,45.408,0,Battles
2020-03-07,40.307,45.408,0,Battles
2020-03-14,40.307,45.408,0,Battles
2020-03-21,40.307,45.408,0,Battles
2020-03-28,40.307,45.408,0,Battles
2020-04-11,40.307,45.408,0,Battles
2020-04-18,40.307,45.408,0,Battles
2020-04-25,40.307,45.408,0,Battles
2020-05-02,40.307,45.408,0,Battles
2020-05-09,40.307,45.408,0,Battles
2020-05-16,40.307,45.408,0,Battles
2020-05-23,40.307,45.408,0,Battles
2020-05-30,40.307,45.408,0,Battles
2020-06-06,40.307,45.408,0,Battles
2020-06-13,40.307,45.408,0,Battles
2020-06-20,40.307,45.408,0,Battles
2020-06-27,40.307,45.408,0,Battles
2020-07-04,40.307,45.408,0,Battles
2020-07-11,40.307,45.408,0,Battles
2020-07-18,40.307,45.408,0,Battles
2020-07-25,40.307,45.408,0,Battles
2020-08-01,40.307,45.408,0,Battles
2020-08-08,40.307,45.408,0,Battles
2020-08-15,40.307,45.408,0,Battles
2020-08-22,40.307,45.408,0,Battles
2020-09-26,40.307,45.408,1,Battles
2021-05-15,40.307,45.408,0,Battles
2021-05-22,40.307,45.408,1,Battles
2021-05-29,40.307,45.408,0,Battles
2021-06-05,40.307,45.408,0,Battles
2021-07-03,40.307,45.408,0,Battles
2021-07-10,40.307,45.408,0,Battles
2021-07-17,40.307,45.408,1,Battles
2021-07-24,40.307,45.408,3,Battles
2021-07-31,40.307,45.408,0,Battles
2021-08-07,40.307,45.408,0,Battles
2021-08-14,40.307,45.408,1,Battles
2021-08-21,40.307,45.408,0,Battles
2021-08-28,40.307,45.408,0,Battles
2021-09-11,40.307,45.408,0,Battles
2021-09-18,40.307,45.408,0,Battles
2021-09-25,40.307,45.408,0,Battles
2021-11-13,40.307,45.408,0,Battles
2021-11-20,40.307,45.408,1,Battles
2021-12-04,40.307,45.408,1,Battles
2021-12-11,40.307,45.408,0,Battles
2021-12-25,40.307,45.408,0,Battles
2022-01-08,40.307,45.408,4,Battles
2022-05-07,40.307,45.408,0,Battles
2022-05-21,40.307,45.408,0,Battles
2022-06-18,40.307,45.408,1,Battles
2022-07-23,40.307,45.408,0,Battles
2022-08-06,40.307,45.408,0,Battles
2022-09-03,40.307,45.408,1,Battles
2022-09-10,40.307,45.408,47,Battles
2022-09-17,40.307,45.408,0,Battles
2022-10-01,40.307,45.408,0,Battles
2022-10-08,40.307,45.408,0,Battles
2022-10-15,40.307,45.408,0,Battles
2022-10-22,40.307,45.408,0,Battles
2022-10-29,40.307,45.408,0,Battles
2022-11-05,40.307,45.408,0,Battles
2022-11-12,40.307,45.408,0,Battles
2022-11-19,40.307,45.408,0,Battles
2022-11-26,40.307,45.408,0,Battles
2022-12-10,40.307,45.408,0,Battles
2022-12-17,40.307,45.408,0,Battles
2023-02-11,40.307,45.408,0,Battles
2023-03-04,40.307,45.408,0,Battles
2023-03-11,40.307,45.408,0,Battles
2023-04-08,40.307,45.408,0,Battles
2023-04-15,40.307,45.408,0,Battles
2023-04-22,40.307,45.408,1,Battles
2023-05-06,40.307,45.408,3,Battles
2023-05-13,40.307,45.408,1,Battles
2023-05-20,40.307,45.408,0,Battles
2023-06-03,40.307,45.408,0,Battles
2023-06-10,40.307,45.408,0,Battles
2023-06-17,40.307,45.408,0,Battles
2023-07-08,40.307,45.408,0,Battles
2023-07-15,40.307,45.408,0,Battles
2023-08-05,40.307,45.408,0,Battles
2023-08-12,40.307,45.408,0,Battles
2023-08-19,40.307,45.408,1,Battles
2023-08-26,40.307,45.408,3,Battles
2023-09-02,40.307,45.408,0,Battles
2023-09-09,40.307,45.408,0,Battles
2023-09-16,40.307,45.408,0,Battles
2023-09-30,40.307,45.408,1,Battles
2024-02-24,40.307,45.408,0,Battles
2024-03-30,40.307,45.408,0,Battles
2024-04-06,40.307,45.408,0,Battles
2025-03-15,40.307,45.408,0,Battles
2025-03-29,40.307,45.408,0,Battles
2025-04-05,40.307,45.408,0,Battles
2025-04-26,40.307,45.408,0,Battles
2025-05-10,40.307,45.408,0,Battles
2022-09-10,40.307,45.408,5,Battles
2020-10-10,40.307,45.408,0,Explosions/Remote violence
2023-09-02,40.307,45.408,3,Explosions/Remote violence
2020-09-12,40.307,45.408,0,Explosions/Remote violence
2022-10-01,40.307,45.408,0,Explosions/Remote violence
2025-04-05,40.307,45.408,0,Explosions/Remote violence
2025-07-12,40.307,45.408,0,Explosions/Remote violence
2025-08-23,40.307,45.408,1,Explosions/Remote violence
2018-03-24,40.307,45.408,0,Explosions/Remote violence
2018-06-23,40.307,45.408,0,Explosions/Remote violence
2018-10-13,40.307,45.408,0,Explosions/Remote violence
2018-12-15,40.307,45.408,0,Explosions/Remote violence
2019-06-01,40.307,45.408,0,Explosions/Remote violence
2019-06-29,40.307,45.408,0,Explosions/Remote violence
2019-08-17,40.307,45.408,0,Explosions/Remote violence
2019-08-24,40.307,45.408,0,Explosions/Remote violence
2019-10-12,40.307,45.408,0,Explosions/Remote violence
2020-04-04,40.307,45.408,0,Explosions/Remote violence
2020-05-02,40.307,45.408,0,Explosions/Remote violence
2020-05-09,40.307,45.408,0,Explosions/Remote violence
2020-05-30,40.307,45.408,0,Explosions/Remote violence
2020-08-22,40.307,45.408,0,Explosions/Remote violence
2020-09-26,40.307,45.408,5,Explosions/Remote violence
2020-10-10,40.307,45.408,0,Explosions/Remote violence
2022-09-10,40.307,45.408,20,Explosions/Remote violence
2022-10-15,40.307,45.408,0,Explosions/Remote violence
2023-06-03,40.307,45.408,0,Explosions/Remote violence
2018-04-28,40.307,45.408,0,Protests
2018-02-10,40.307,45.408,0,Protests
2018-04-28,40.307,45.408,0,Protests
2018-05-12,40.307,45.408,0,Protests
2018-06-23,40.307,45.408,0,Protests
2018-10-20,40.307,45.408,0,Protests
2018-11-03,40.307,45.408,0,Protests
2019-02-09,40.307,45.408,0,Protests
2019-05-18,40.307,45.408,0,Protests
2019-07-13,40.307,45.408,0,Protests
2019-08-10,40.307,45.408,0,Protests
2019-09-21,40.307,45.408,0,Protests
2019-11-02,40.307,45.408,0,Protests
2020-01-18,40.307,45.408,0,Protests
